Tag,Normalized,Count,Status,Variants
"weekly promotion","weekly promotion",1,"other",""
"gentle walk","gentle walk",1,"other",""
"nature focus","nature focus",1,"other",""
"popup-market","popup market",1,"other",""
"curator-led","curator led",1,"other",""
"writing workshop","writing workshop",1,"other",""
"four week series","four week series",1,"other",""
"meditation meeting","meditation meeting",1,"other",""
"atheist","atheist",1,"other",""
"casual gathering","casual gathering",1,"other",""
"wnc local","wnc local",1,"other",""
"parade","parade",1,"other",""
"street festival","street festival",1,"other",""
"costumes","costumes",1,"other",""
"weekly music","weekly music",1,"other",""
"sunday series","sunday series",1,"other",""
"reggae influence","reggae influence",1,"other",""
"vineyard venue","vineyard venue",1,"other",""
"winter festival","winter festival",1,"other",""
"symphony music","symphony music",1,"other",""
"casual social vibe","casual social vibe",1,"other",""
"welcoming atmosphere","welcoming atmosphere",1,"other",""
"rap duo","rap duo",1,"other",""
"indie-rock crossover","indie rock crossover",1,"other",""
"party games","party games",1,"other",""
"mutual-help","mutual help",1,"other",""
"bipoc welcome","bipoc welcome",1,"other",""
"local competition","local competition",1,"other",""
"royal pines venue","royal pines venue",1,"other",""
"deep conversation","deep conversation",1,"other",""
"real estate professionals","real estate professionals",1,"other",""
"antique dealers","antique dealers",1,"other",""
"artisan makers","artisan makers",1,"other",""
"indoor-outdoor","indoor outdoor",1,"other",""
"mutual support","mutual support",1,"other",""
"empowerment focused","empowerment focused",1,"other",""
"celebrity-impersonators","celebrity impersonators",1,"other",""
"dinner-theater","dinner theater",1,"other",""
"electrical licensing","electrical licensing",1,"other",""
"regulatory board","regulatory board",1,"other",""
"professional stakeholders","professional stakeholders",1,"other",""
"spectator event","spectator event",1,"other",""
"university venue","university venue",1,"other",""
"gluten-free friendly","gluten free friendly",1,"other",""
"online availability","online availability",1,"other",""
"local farms","local farms",1,"other",""
"stunt-filled","stunt filled",1,"other",""
"bike advocacy","bike advocacy",1,"other",""
"community fundraiser","community fundraiser",1,"other",""
"bar hangout","bar hangout",1,"other",""
"amitabha","amitabha",1,"other",""
"boundless-light-empowerment","boundless light empowerment",1,"other",""
"phowa-support","phowa support",1,"other",""
"weekend-retreat","weekend retreat",1,"other",""
"scent-ritual","scent ritual",1,"other",""
"archetype-guidance","archetype guidance",1,"other",""
"literary adaptation","literary adaptation",1,"other",""
"period piece","period piece",1,"other",""
"cult classic","cult classic",1,"other",""
"4-18 months","4 18 months",1,"other",""
"filmmaking","filmmaking",1,"other",""
"actors","actors",1,"other",""
"brewery lawn","brewery lawn",1,"other",""
"dharma","dharma",1,"other",""
"oddities","oddities",1,"other",""
"apothecary","apothecary",1,"other",""
"makers market","makers market",1,"other",""
"led zeppelin tribute","led zeppelin tribute",1,"other",""
"bluegrass festival","bluegrass festival",1,"other",""
"jam sessions","jam sessions",1,"other",""
"musician community","musician community",1,"other",""
"interactive music","interactive music",1,"other",""
"multi-topic","multi topic",1,"other",""
"buddhist studies","buddhist studies",1,"other",""
"stage performance","stage performance",1,"other",""
"who-gave-this-b*tch-a-mic","who gave this b*tch a mic",1,"other",""
"brewery-bar","brewery bar",1,"other",""
"outdoor patio","outdoor patio",1,"other",""
"asheville local artist","asheville local artist",1,"other",""
"rotating activities","rotating activities",1,"other",""
"romantasy","romantasy",1,"other",""
"fantasy-romance","fantasy romance",1,"other",""
"women-authors","women authors",1,"other",""
"morning sit","morning sit",1,"other",""
"botanical-garden-display","botanical garden display",1,"other",""
"lgbtq+ affirming","lgbtq+ affirming",1,"other",""
"online peer-support","online peer support",1,"other",""
"heart-opening","heart opening",1,"other",""
"jam-rock","jam rock",1,"other",""
"groove-oriented","groove oriented",1,"other",""
"dharma based","dharma based",1,"other",""
"dar williams","dar williams",1,"other",""
"seth glier","seth glier",1,"other",""
"dj-driven","dj driven",1,"other",""
"goth-clothing-giveaway","goth clothing giveaway",1,"other",""
"garage-rock","garage rock",1,"other",""
"blues-punk","blues punk",1,"other",""
"energetic-show","energetic show",1,"other",""
"screamo","screamo",1,"other",""
"skramz","skramz",1,"other",""
"queercore","queercore",1,"other",""
"cybergrind","cybergrind",1,"other",""
"secular discussion","secular discussion",1,"other",""
"open to newcomers","open to newcomers",1,"other",""
"tabletop prototypes","tabletop prototypes",1,"other",""
"after-church social","after church social",1,"other",""
"contemporary christian","contemporary christian",1,"other",""
"album-playthrough","album playthrough",1,"other",""
"intimate seated show","intimate seated show",1,"other",""
"certified instructor","certified instructor",1,"other",""
"roots-influenced","roots influenced",1,"other",""
"jewelry","jewelry",1,"other",""
"vendor market","vendor market",1,"other",""
"retro","retro",1,"other",""
"online and in-person","online and in person",1,"other",""
"eating disorder","eating disorder",1,"other",""
"body image","body image",1,"other",""
"spanish-english","spanish english",1,"other",""
"children-friendly","children friendly",1,"other",""
"repeat event","repeat event",1,"other",""
"inclusive support","inclusive support",1,"other",""
"singles meetup","singles meetup",1,"other",""
"resource-center-hosted","resource center hosted",1,"other",""
"weekly deal","weekly deal",1,"other",""
"standup comedy","standup comedy",1,"other",""
"downtown venue","downtown venue",1,"other",""
"featured host","featured host",1,"other",""
"podcast","podcast",1,"other",""
"culinary industry","culinary industry",1,"other",""
"charity event","charity event",1,"other",""
"daily-silent-sit","daily silent sit",1,"other",""
"casual and competitive","casual and competitive",1,"other",""
"residency-night","residency night",1,"other",""
"6-person-teams","6 person teams",1,"other",""
"good-natured roasting","good natured roasting",1,"other",""
"participatory jam","participatory jam",1,"other",""
"outdoor sculpture trail","outdoor sculpture trail",1,"other",""
"local governance","local governance",1,"other",""
"open to public","open to public",1,"other",""
"tourism","tourism",1,"other",""
"modern dance","modern dance",1,"other",""
"professional performance","professional performance",1,"other",""
"wortham center","wortham center",1,"other",""
"dance masterclass","dance masterclass",1,"other",""
"cultural arts","cultural arts",1,"other",""
"comedian","comedian",1,"other",""
"multi-course","multi course",1,"other",""
"gertie-maes","gertie maes",1,"other",""
"tryon-international","tryon international",1,"other",""
"coloring","coloring",1,"other",""
"petting-cats","petting cats",1,"other",""
"benefit-for-rescue","benefit for rescue",1,"other",""
"body-positive","body positive",1,"other",""
"queer-trans-positive","queer trans positive",1,"other",""
"free-classes","free classes",1,"other",""
"community vibes","community vibes",1,"other",""
"science and pop culture","science and pop culture",1,"other",""
"shareable-wine","shareable wine",1,"other",""
"green man brewing","green man brewing",1,"other",""
"wilderness skills","wilderness skills",1,"other",""
"certification course","certification course",1,"other",""
"hands-on training","hands on training",1,"other",""
"lodging available","lodging available",1,"other",""
"senior day","senior day",1,"other",""
"unc asheville","unc asheville",1,"other",""
"mens sports","mens sports",1,"other",""
"pub-vibes","pub vibes",1,"other",""
"hosted-by-local-musicians","hosted by local musicians",1,"other",""
"collectibles","collectibles",1,"other",""
"south chicago blues","south chicago blues",1,"other",""
"live at the orange peel","live at the orange peel",1,"other",""
"The Orange Peel venue","the orange peel venue",1,"other",""
"donations appreciated","donations appreciated",1,"other",""
"lindsay lou","lindsay lou",1,"other",""
"john mailander","john mailander",1,"other",""
"outdoor-beer-garden","outdoor beer garden",1,"other",""
"community discussion","community discussion",1,"other",""
"hybrid in-person and zoom","hybrid in person and zoom",1,"other",""
"community-facing","community facing",1,"other",""
"king trivia","king trivia",1,"other",""
"monthly recurring","monthly recurring",1,"other",""
"ballet-modern fusion","ballet modern fusion",1,"other",""
"hip-hop elements","hip hop elements",1,"other",""
"afro-cuban influence","afro cuban influence",1,"other",""
"dj open decks","dj open decks",1,"other",""
"open-format dj sets","open format dj sets",1,"other",""
"bring-your-own-tracks","bring your own tracks",1,"other",""
"late-night dance vibe","late night dance vibe",1,"other",""
"high-energy performance","high energy performance",1,"other",""
"international band","international band",1,"other",""
"samba","samba",1,"other",""
"meetup-hosted","meetup hosted",1,"other",""
"running race","running race",1,"other",""
"boston qualifier","boston qualifier",1,"other",""
"scenic city course","scenic city course",1,"other",""
"endurance challenge","endurance challenge",1,"other",""
"pre-show-social","pre show social",1,"other",""
"energetic-crowd","energetic crowd",1,"other",""
"theater-venue","theater venue",1,"other",""
"wood-salvage","wood salvage",1,"other",""
"emerging talent","emerging talent",1,"other",""
"youth orchestra","youth orchestra",1,"other",""
"guest vocalist","guest vocalist",1,"other",""
"high school venue","high school venue",1,"other",""
"symphony residency","symphony residency",1,"other",""
"hosted-by-who-gave-this-btch-a-mic","hosted by who gave this btch a mic",1,"other",""
"hardcore punk","hardcore punk",1,"other",""
"spirits","spirits",1,"other",""
"industrial music","industrial music",1,"other",""
"touring performance","touring performance",1,"other",""
"pub game","pub game",1,"other",""
"mat class","mat class",1,"other",""
"indoor activities","indoor activities",1,"other",""
"recycled art","recycled art",1,"other",""
"featured comedian","featured comedian",1,"other",""
"award-winning comedian","award winning comedian",1,"other",""
"english country dance","english country dance",1,"other",""
"waltz","waltz",1,"other",""
"community hall","community hall",1,"other",""
"pajama party","pajama party",1,"other",""
"early nye","early nye",1,"other",""
"countdown","countdown",1,"other",""
"standing room only","standing room only",1,"other",""
"asheville music scene","asheville music scene",1,"other",""
"north carolina band","north carolina band",1,"other",""
"observatory venue","observatory venue",1,"other",""
"private party","private party",1,"other",""
"mediumship practice","mediumship practice",1,"other",""
"bi-weekly event","bi weekly event",1,"other",""
"alt-country","alt country",1,"other",""
"solo and joint performance","solo and joint performance",1,"other",""
"new moon","new moon",1,"other",""
